"Año","Código actividad económica","Nombre actividad económica","Código sector económico","Nombre sector económico","Código subsector económico","Nombre subsector económico","Costos y gastos nómina","Aportes seguridad","Aportes a entidades","Efectivo y equivalentes","Inversiones e instrumentos","Cuentas y otros por cobrar","Inventarios","Propiedades","Otros activos","Total patrimonio bruto","Pasivos","Total patrimonio líquido","Ingresos ordinarios","Ingresos financieros","Otros ingresos","Total ingresos brutos","Devoluciones, rebajas","Ingresos no renta","Total ingresos netos","Costos","Gastos administración","Gastos distribución","Gastos financieros","Otros gastos","Total costos y gastos","Renta líquida ordinaria","Pérdida líquida","Compensaciones","Renta líquida","Renta presuntiva","Renta exenta","Rentas gravables","Renta líquida gravable","Ingresos ganancias ocasionales","Costos ganancias ocasionales","Ganancias ocasionales no gravadas","Ganancias ocasionales gravables","Impuesto RLG","Descuentos tributarios","Impuesto neto de renta","Impuesto ganancias ocasionales","Total Impuesto a cargo","Anticipo renta año anterior","Saldo a favor año anterior","Autorretenciones","Otras retenciones","Total retenciones","Anticipo renta siguiente año","Saldo a pagar por impuesto","Sanciones","Total saldo a pagar","Total saldo a favor"
"2018","2100","FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","1375522","159373","61095","657226","401558","4205710","2459325","2376795","258655","10771647","5952203","4865383","13549104","264362","139326","14040279","1329589","89266","12621424","7750890","1214976","1939543","624013","132926","11662349","1061758","102683","20033","1041726","125156","1817","0","1051216","203005","35066","5610","162439","316061","4712","311348","16263","352391","36447","32599","149772","118556","268328","46835","128748","11","128755","86584"
"2012","2811","Fabricación de motores, turbinas, y partes para motores de combustión interna","3","Manufactura","3","Industrias manufactureras","1622","238","93","2240","1209","21594","1250","16674","2223","44989","26696","18237","14715","56","1601","16371","28","24","16320","13011","4098","148","8","276","4529","603","1895","0","603","235","18","0","733","0","0","0","0","230","0","230","0","230","15","23","0","1023","1023","20","52","4","56","862"
"2021","2431","Fundición de hierro y de acero","3","Manufactura","3","Industrias manufactureras","75137","10248","2457","25157","6993","112767","98264","101635","17413","368570","214490","170443","467894","4485","7267","479694","18202","360","461131","330970","47336","32007","13086","783","424182","43897","5469","3466","40431","23","0","0","40431","7196","6784","0","412","12534","610","11923","41","11965","1551","2912","3092","6522","9615","3280","8597","7","8599","7425"
"2012","4719","Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","386338","62556","24426","622951","250722","908362","975753","2337452","516737","5611603","2593161","3029767","6854250","56572","193696","7104519","181422","5399","6917697","5175446","587963","828283","28778","187408","1632523","172571","67923","80522","92123","74319","432","0","153387","8352","6834","986","474","50298","552","49764","156","49927","13298","2992","10066","56804","66870","11532","16189","52","16205","37830"
"2021","8423","Orden público y actividades de seguridad","10","Actividades de la administración pública y defensa, de enseñanza, actividades de atención de la salud y de asistencia social","15","Administración pública y defensa","94543","17053","4459","57818","570","28053","3760","287488","14124","394182","107767","286540","216476","476","16098","233117","6051","1953","225113","23843","164779","8946","1562","6575","205705","4944","5594","54","4890","3","3955","0","936","28","5","23","0","243","0","242","0","242","11","77","33","224","257","14","62","15","75","150"
"2012","4312","Preparación del terreno","5","Construcción","6","Construcción","98659","18271","6397","91649","23127","404683","275804","353923","43089","1192270","832345","378965","2075580","3985","93319","2172884","319433","13075","1840376","1458744","138817","157361","18","48301","344497","47818","24637","1333","46497","7651","522","0","48737","1573","1402","41","341","14848","8","14845","113","14958","1169","1197","11167","8526","19694","2007","4676","54","4720","9766"
"2015","7010","ACTIVIDADES DE ADMINISTRACIÓN EMPRESARIAL","9","ACTIVIDADES PROFESIONALES, CIENTÍFICAS, TÉCNICAS Y DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","13","ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS","419386","47097","15658","1285871","6355153","4044878","74362","925413","580311","13265988","5980875","8130613","1907390","104535","579797","2591722","9553","749392","1833236","455866","719289","145699","15","52959","508825","301308","142508","15994","301308","69352","12825","40","307531","64982","38595","10141","16626","66188","748","64095","1663","65757","20610","23874","2983","71350","74333","21354","28322","242","28374","59838"
"2013","5513","Alojamiento en centros vacacionales ","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","9","Alojamiento y servicios de comida","18775","1958","1012","17702","1202","14414","2050","129343","4591","169302","53865","124877","75709","585","1876","78171","189","74","77907","28612","31517","13063","0","2446","47025","2772","1429","34","2738","407","588","0","2311","2290","1049","0","1253","565","0","565","125","690","76","124","0","386","386","77","323","3","325","141"
"2021","2711","Fabricación de motores, generadores y transformadores eléctricos","3","Manufactura","3","Industrias manufactureras","124323","15153","4489","123589","59938","521422","330580","174567","45134","1269034","787627","488557","1225664","48733","11320","1285722","45706","1271","1238746","876026","138159","62505","65257","804","1142752","109327","4372","491","108836","3","6253","0","102583","37421","17777","8604","11039","31835","3373","28463","1107","29570","2237","25876","14805","15804","30609","3366","10437","43","10455","36198"
"2013","6423","Banca de segundo piso","8","Actividades financieras, inmobiliarias y de seguros","11","Actividades financieras y de seguros","45399","6695","2317","3379121","217610","11588475","209","53681","67014","15306109","12870484","2436306","514043","681682","25469","1221194","512","24366","1196316","5314","411735","963","0","512463","925161","264117","2201","714","263403","68936","1475","0","262102","46","45","0","1","65525","1","65524","0","65524","37033","1","12529","2613","15142","33407","46755","1","46757","0"
"2020","3312","MANTENIMIENTO Y REPARACIÓN ESPECIALIZADO DE MAQUINARIA Y EQUIPO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","2098066","268355","72911","2527878","382434","5125244","2494986","14930257","550909","26617774","14224591","12470968","21984453","365047","185805","22535816","1539756","3022","20993038","12791424","2335606","960246","986041","78739","17152056","4081234","226006","22853","4058382","20658","1790","37","4060894","82087","64576","147","17736","1298576","86817","1211760","1804","1213564","240625","104890","574082","169623","743704","319470","701502","282","701612","259177"
"2013","2511","Fabricación de productos metálicos para uso estructural","3","Manufactura","3","Industrias manufactureras","238210","42896","10666","153290","51353","636373","298196","445556","222583","1807351","1223846","623577","2065059","5866","50336","2121262","19511","11519","2090232","1485450","256400","128900","65","59704","445069","160846","16301","3211","157635","12591","4902","37","154190","14775","12291","978","1518","33824","90","33733","138","33871","3296","6222","9058","28548","37603","3875","7706","129","7747","16995"
"2013","4741","Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","367461","56624","17122","247416","586359","953422","827908","606763","104720","3326570","1771862","1580936","6015890","59235","54147","6129271","170879","13731","5944661","4471264","377620","745858","20","152519","1276017","211211","26969","592","210618","32851","1092","0","212161","48622","26372","21343","932","52433","920","51513","91","51605","4225","8007","30109","69362","99472","2262","3077","178","3129","60787"
"2021","3512","Transmisión de energía eléctrica","4","Electricidad, gas, vapor y agua","4","Suministro de electricidad, gas, vapor y aire acondicionado","396941","55899","19041","980017","16650028","3410402","98535","8806947","282160","30765291","14637931","16148577","4013680","529337","51409","11567665","17414","2497513","9052739","1743470","616641","1124","1032598","160328","3554161","5545169","11587","585","5544585","5","4373707","2171","1173049","8253","7765","0","491","363639","123163","240476","49","240525","20938","9058","162517","8901","171418","25450","75560","2","75561","10998"
"2019","2513","FABRICACIÓN DE GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCIÓN CENTRAL","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","20372","2583","656","6050","4334","26415","24323","13664","6102","80946","54586","26360","97183","189","304","97676","3581","0","94095","73691","7447","4776","1063","411","87388","6722","15","2927","3795","320","0","0","3832","5055","4246","0","809","1264","31","1233","81","1314","1","135","403","2677","3081","12","63","31","63","1923"
"2017","5819","OTROS TRABAJOS DE EDICIÓN","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","56701","8016","3018","43850","7085","122121","22269","156793","15969","371057","178869","192303","284837","1271","1232","287414","9182","74","278158","161288","92393","21796","6590","2874","284940","10713","2194","0","10713","1854","192","0","10737","7","0","0","7","3493","50","3443","1","3625","289","4355","4647","6363","11010","281","129","7","133","12874"
"2013","4753","Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","4176","642","179","2646","190","10771","15031","3743","826","33208","18316","15021","61433","222","1706","63361","4213","669","58479","40733","8447","6385","0","1012","15845","2589","779","0","2589","399","0","0","2674","453","134","0","319","648","0","648","32","680","31","181","10","811","821","160","111","9","118","301"
"2012","8523","Educación media técnica y de formación laboral","10","Actividades de la administración pública y defensa, de enseñanza, actividades de atención de la salud y de asistencia social","16","Educación","406970","51245","21012","1446265","1012","939294","2691","729013","772782","3891055","1028255","2863111","2071851","328924","68876","2469651","3671","11","2465968","48108","570399","1479305","0","244000","2293703","12169","903","29","12140","1171","2401","1","9775","1","1","0","1","3084","0","3084","0","3084","1284","177","0","780","780","1568","2799","6","2815","387"
"2014","2811","Fabricación de motores, turbinas, y partes para motores de combustión interna","3","Manufactura","3","Industrias manufactureras","2094","152","57","3156","0","6470","1220","2935","1342","15123","8691","6433","13982","9","3912","17903","0","0","17903","12301","2026","407","0","194","2627","3002","28","0","3002","112","4","0","3061","0","0","0","0","765","0","765","0","765","5","125","0","156","156","325","983","2","983","176"
"2012","8511","Educación de la primera infancia","10","Actividades de la administración pública y defensa, de enseñanza, actividades de atención de la salud y de asistencia social","16","Educación","7970","1446","527","5045","36","5574","25","4507","572","15759","9194","6566","30243","63","356","30661","9","0","30652","12005","16833","252","0","343","17429","611","275","0","611","49","159","0","453","0","0","0","0","139","0","139","0","139","105","235","0","278","278","84","77","1","78","472"
"2018","2221","FABRICACIÓN DE FORMAS BÁSICAS DE PLÁSTICO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","368871","40823","12736","110395","89664","1024794","672316","1019576","107893","3064966","2082455","1008849","3544345","43754","34570","3627901","154093","6782","3467137","2674364","245818","214099","200331","10567","3345179","167429","42741","1160","166269","29747","4376","635","170103","12178","9754","0","2589","52239","412","51826","260","55162","5774","7591","36806","27767","64574","8821","19285","22","19288","35828"
"2014","1620","Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles","3","Manufactura","3","Industrias manufactureras","43145","5480","1581","24011","178696","159568","120143","401281","111792","995492","484709","521024","581305","17563","34422","633290","9289","940","623061","439534","33486","65645","0","58535","157666","29211","13321","15010","14202","11480","4445","0","18016","39242","24636","106","14512","4143","0","4143","1451","5594","27","827","6898","1967","8865","38","393","8","394","4473"
"2017","2824","FABRICACIÓN DE MAQUINARIA PARA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","44055","5570","1345","6757","3403","161236","65953","48256","3506","290428","220483","70429","242726","752","3290","246769","5475","0","241294","181788","29368","10177","4817","2114","228264","15734","2704","3499","12235","1465","0","0","12479","379","165","0","214","3699","8","3691","21","3771","764","4112","771","6095","6866","227","432","18","432","8645"
"2014","1812","Actividades de servicios relacionados con la impresión","3","Manufactura","3","Industrias manufactureras","54929","6114","1643","22158","3982","103352","25156","80080","10548","245276","135860","111338","306260","937","7711","314907","6613","72","308222","187154","68483","15354","9","9309","93155","24242","1484","19","24222","2885","238","2","24312","888","467","16","413","6034","10","6007","41","6049","437","2443","859","7094","7952","574","697","37","704","4877"
"2021","128","Cultivo de especias y de plantas aromáticas y medicinales ","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","107678","12038","4052","41222","33478","183113","110808","497351","71769","999574","923806","329095","239842","3932","6659","250788","25927","1496","223460","167676","130091","29193","26124","3082","356165","16822","149391","192","16630","13","226","0","16409","4212","3810","0","402","5026","220","4806","45","4851","1568","1023","897","1221","2119","1993","3508","40","3544","1517"
"2012","7721","Alquiler y arrendamiento de equipo recreativo y deportivo","9","Actividades profesionales, científicas, técnicas y de servicios administrativos y de apoyo","14","Actividades de servicios administrativos y de apoyo","792","108","36","509","6","1083","607","2529","109","4844","1298","3589","5747","6","301","6054","19","100","5935","2160","2665","737","0","32","3433","314","11","0","314","62","0","0","317","0","0","0","0","83","0","83","0","83","7","67","0","83","83","8","5","2","6","70"
"2017","8415","ACTIVIDADES DE LOS OTROS ÓRGANOS DE CONTROL","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","15","ADMINISTRACIÓN PÚBLICA Y DEFENSA","37463","7306","2537","2298","552","732","0","11825","49500","71194","10670","60525","239788","71","417","240275","0","0","240275","495","192467","0","19","21727","214708","138","0","0","138","0","138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013","2910","Fabricación de vehículos automotores y sus motores","3","Manufactura","3","Industrias manufactureras","230582","31585","10527","287535","121352","394399","687455","320555","12196","1823492","1001042","822617","5723102","29606","131629","5884336","120678","474","5763184","4806485","99772","482729","4040","270145","856687","124359","25247","2843","121515","26662","1","65","128989","273","220","0","53","32247","0","32247","5","32253","208","2459","59552","1889","61441","194","5444","8","5444","37097"
"2015","9319","OTRAS ACTIVIDADES DEPORTIVAS","11","OTRAS ACTIVIDADES DE SERVICIOS","18","ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","78943","7766","3404","133911","2584","109564","6549","165128","31099","448836","185365","267586","427252","2446","38389","468088","1290","1784","465013","55137","257998","109583","192","4003","59140","19531","4881","345","19531","856","12728","6","7071","8651","1161","1357","6133","1585","3","1582","613","2195","234","1174","1","1689","1690","258","950","35","967","1576"
"2018","9200","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","11","OTRAS ACTIVIDADES DE SERVICIOS","18","ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","426104","34583","11809","630363","170439","315079","16748","736882","74771","1983103","1085895","945552","3059489","17313","61705","3154572","135686","16656","3002230","1581619","645064","574432","32910","27412","2861437","181767","42608","2148","179619","23960","196","15","184511","17690","15606","555","1811","56279","726","55563","181","60278","16624","10328","21824","9607","31431","18190","31992","8","31998","15538"
"2018","4653","COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","106055","12551","3993","84586","22185","364929","384454","234998","30203","1131714","596710","541218","1324937","13823","25245","1364791","62479","1183","1301129","920667","114423","158692","30985","6102","1230869","77066","6807","1001","76065","13638","151","381","79237","5963","3947","36","1998","26068","135","25933","200","27673","2327","4022","16627","10337","26965","2429","5603","15","5610","10286"
"2020","4781","COMERCIO AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO, EN PUESTOS DE VENTA MÓVILES","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","2919","127","36","897","15","2054","1055","6180","266","11905","9594","4499","15716","5","240","15960","336","0","15624","10171","2992","1744","217","6","15130","808","315","0","808","18","2","0","818","0","0","0","0","262","15","247","0","247","10","59","65","184","249","15","49","1","50","105"
